loan_id,customer_id,loan_type,loan_amount,interest_rate,start_date,status
L06140,C07029,Home,2283785.47,10.38,24-11-2021,Active
L06141,C03693,Personal,4253859.34,11.57,18-01-2026,Active
L06142,C05083,Personal,2477184.42,9.74,17-06-2025,Active
L06143,C03878,Home,2734937.45,11.08,25-09-2021,Active
L06144,C01280,Home,4224832.13,12.37,29-06-2024,Closed
L06145,C07194,Car,4501871.23,14.35,18-11-2021,Active
L06146,C01442,Home,2058137.43,7.5,07-09-2024,Active
L06147,C09245,Home,4245707.27,7.62,08-10-2022,Active
L06148,C00208,Car,3625630.12,12.77,04-12-2021,Closed
L06149,C07769,Home,4300727.16,12.51,02-03-2025,Closed
L06150,C11129,Personal,2910585.58,7.85,20-12-2025,Closed
L06151,C05335,Home,3755941.96,11.96,28-05-2023,Active
L06152,C09978,Personal,3546127.07,7.22,13-09-2022,Active
L06153,C11962,Personal,813527.08,12.43,07-07-2022,Active
L06154,C01036,Car,1920977.18,9.16,24-11-2022,Active
L06155,C11497,Car,3181158,10.74,20-12-2022,Closed
L06156,C08649,Home,1811392.12,13.37,07-12-2024,Closed
L06157,C03203,Car,1916346.1,11.03,21-09-2025,Active
L06158,C03680,Home,4255844.6,13.18,17-05-2024,Closed
L06159,C09340,Personal,1158557.51,10.27,04-06-2023,Closed
L06160,C04437,Car,3211892.28,12.94,09-06-2025,Closed
L06161,C06179,Car,1655806.76,9.9,19-03-2022,Closed
L06162,C09003,Home,227136.1,14.39,08-11-2021,Closed
L06163,C11443,Home,2921432.25,7.76,25-06-2025,Active
L06164,C09873,Personal,4728047.71,7.48,23-04-2024,Active
L06165,C00457,Home,907783.98,12.77,06-07-2022,Active
L06166,C00023,Personal,4363017.29,13.99,30-08-2024,Active
L06167,C08394,Personal,2871957.46,13.46,11-08-2021,Active
L06168,C00694,Car,3700863.81,12.2,06-09-2023,Closed
L06169,C03616,Car,712380.31,7.19,19-09-2021,Active
L06170,C02237,Personal,3278341.66,12.75,19-06-2024,Active
L06171,C06818,Car,4680813.36,11.28,16-01-2026,Active
L06172,C09139,Personal,2220903.44,13.89,30-07-2022,Active
L06173,C03213,Car,2008239.37,10.86,19-04-2022,Active
L06174,C04133,Personal,2705127.98,12.8,28-09-2025,Closed
L06175,C03143,Personal,1004026.41,11.42,12-09-2021,Closed
L06176,C02392,Personal,3801189.28,11.66,21-08-2022,Active
L06177,C06497,Personal,3721361.97,14.32,29-09-2024,Closed
L06178,C06017,Home,-1482234.36,14.61,21-05-2025,Active
L06179,C04178,Car,3911135.63,10.4,18-09-2024,Active
L06180,C00550,Car,4817670.14,12.72,15-03-2026,Closed
L06181,C04316,Home,396526.59,13.08,12-06-2021,Closed
L06182,C06781,Personal,130352.38,13.44,18-06-2022,Closed
L06183,C06060,Home,2634191.82,8.65,12-01-2025,Closed
L06184,C08608,Personal,1867595.85,12.61,29-07-2025,Closed
L06185,C11350,Home,770231.19,11.49,09-08-2023,Active
L06186,C11374,Home,2503252.51,8.47,09-10-2025,Active
L06187,C02769,Home,4704429.92,9.66,04-05-2023,Closed
L06188,C04874,Home,4871180.41,13.37,12-02-2022,Active
L06189,C08650,Personal,683852.24,7.76,01-07-2025,Closed
L06190,C11396,Personal,225606.59,14.87,20-04-2026,Closed
L06191,C10952,Home,3721640.81,7.23,03-08-2024,Closed
L06192,C11603,Home,3544846.57,9.68,19-09-2022,Closed
L06193,C05912,Car,2961127.98,7.31,22-02-2024,Active
L06194,C02475,Personal,2074225.22,8.78,08-10-2023,Closed
L06195,C08887,Personal,1212065.69,12.68,23-03-2026,Active
L06196,C10044,Car,76142.63,11.77,20-11-2021,Closed
L06197,C04451,Home,3801800.27,10.37,05-04-2024,Active
L06198,C00447,Home,3678659.03,13.51,15-12-2022,Closed
L06199,C02777,Personal,-2641622.72,10.63,06-06-2024,Closed
L06200,C09304,Personal,3953700.55,13.23,27-02-2025,Active
L06201,C07110,Home,1932700.09,13.98,04-05-2025,Closed
L06202,C01724,Personal,1495164.26,9.31,20-12-2023,Closed
L06203,C01165,Home,1086547.39,13.38,04-03-2024,Closed
L06204,C11020,Car,4428620.87,11.12,19-02-2024,Closed
L06205,C11871,Home,4779881.79,12.19,11-03-2022,Active
L06206,C02194,Car,1974253.94,11.29,10-07-2024,Closed
L06207,C07403,Personal,3531921.65,8.58,04-11-2021,Active
L06208,C03587,Home,259397.6,14.18,28-12-2021,Closed
L06209,C06175,Car,1677557.69,11.63,06-08-2024,Closed
L06210,C07193,Personal,2585128.36,7.62,15-02-2022,Active
L06211,C11041,Personal,1335452.46,14.4,20-10-2025,Closed
L06212,C08811,Home,4467009.11,13.94,25-08-2023,Closed
L06213,C05164,Home,3353902.68,12.03,09-11-2025,Active
L06214,C01621,Personal,-4973832.05,8.29,17-02-2022,Closed
L06215,C04406,Personal,2108613.99,12.46,18-09-2024,Closed
L06216,C00862,Home,3539777.51,10.81,18-08-2025,Active
L06217,C01006,Personal,4332532.93,13.98,17-06-2024,Closed
L06218,C10829,Home,1291962.25,7.02,30-09-2024,Closed
L06219,C02422,Home,2038325.89,8.75,25-11-2024,Closed
L06220,C06033,Home,854790.1,7.97,16-12-2021,Closed
L06221,C04695,Personal,3413681.85,14.8,20-12-2024,Active
L06222,C11236,Home,2734807.25,14.5,14-07-2022,Closed
L06223,C03746,Personal,1357883.64,7.99,23-03-2026,Closed
L06224,C02786,Car,1394277.07,12.07,05-11-2023,Closed
L06225,C03505,Car,2653006.57,9.48,22-02-2023,Closed
L06226,C00823,Home,1484227.27,7.38,15-01-2023,Active
L06227,C00920,Personal,3591451.84,9.67,15-01-2022,Closed
L06228,C06336,Car,1941191.77,13.06,26-01-2022,Active
L06229,C00437,Home,2337452.01,11.76,16-03-2024,Active
L06230,C09624,Car,3160606.42,7.18,10-04-2025,Closed
L06231,C07087,Personal,4219170.81,8.72,21-01-2023,Active
L06232,C04541,Home,906262.84,14.19,06-03-2025,Active
L06233,C02109,Personal,3176709.48,7.67,05-07-2021,Closed
L06234,C09004,Personal,3391630.25,14.33,28-04-2023,Closed
L06235,C01923,Home,506716.81,10.34,06-06-2022,Closed
L06236,C00533,Personal,1970942.12,13.71,18-08-2024,Closed
L06237,C11963,Personal,1321086.55,12.71,22-08-2023,Active
L06238,C05858,Personal,2903041.37,13.67,09-10-2025,Closed
L06239,C06530,Car,320969.51,11.13,25-05-2025,Closed
L06240,C11297,Car,3531807.95,8.74,25-07-2025,Closed
L06241,C07414,Personal,3575769.62,10.28,03-05-2021,Closed
L06242,C06250,Personal,4213070.88,13.57,19-04-2022,Active
L06243,C01151,Home,3523894.22,13.58,28-11-2022,Closed
L06244,C09030,Home,-3933760.44,8.12,13-07-2025,Closed
L06245,C11946,Car,1805892.3,9.46,10-07-2024,Closed
L06246,C05809,Car,4283941.86,8.16,27-05-2021,Closed
L06247,C10423,Car,4626052.1,7.18,04-04-2022,Active
L06248,C04919,Home,3492930.06,9.7,23-11-2025,Active
L06249,C05394,Personal,1980861.85,10.64,27-03-2025,Active
L06250,C07255,Home,1397869.22,7.16,13-04-2025,Active
L06251,C08421,Car,4648275.74,13.5,04-01-2024,Active
L06252,C05168,Home,2423938.92,9.55,13-02-2025,Closed
L06253,C06307,Car,2539319.44,12.95,17-02-2022,Closed
L06254,C11518,Car,1064307.07,11.16,02-02-2024,Active
L06255,C00701,Home,611376.69,10.51,26-12-2023,Active
L06256,C00136,Personal,320192.27,13.41,24-02-2026,Closed
L06257,C03663,Personal,3444750.4,13.27,16-08-2022,Active
L06258,C05906,Home,3262218.88,14.66,25-12-2025,Active
L06259,C07219,Personal,2156314.81,9.3,04-11-2021,Closed
L06260,C00434,Car,697218.14,13.7,09-09-2025,Closed
L06261,C04816,Personal,4248904.26,10.39,11-08-2021,Closed
L06262,C07538,Home,1120961.99,9.84,12-05-2022,Active
L06263,C01573,Home,1566236.14,7.9,26-11-2021,Active
L06264,C00465,Personal,4555030.43,14.99,15-10-2023,Closed
L06265,C06799,Car,2843877.03,14.56,29-05-2024,Active
L06266,C03216,Home,710240.21,11.48,19-07-2021,Active
L06267,C03726,Car,3950801.06,13.52,29-07-2025,Closed
L06268,C05611,Car,2206077.97,13.68,18-01-2023,Closed
L06269,C04646,Car,456834.24,10.09,30-06-2024,Active
L06270,C10372,Home,1872330.15,14.26,01-07-2021,Active
L06271,C05205,Personal,401573.02,14.04,16-10-2025,Active
L06272,C11341,Car,4737586.77,14.19,14-10-2025,Closed
L06273,C09493,Home,1264332.12,13.75,02-12-2024,Active
L06274,C02839,Home,1328373.56,8.75,31-05-2021,Active
L06275,C07609,Home,1419736.97,7.5,28-11-2023,Active
L06276,C11516,Personal,2032749.1,9.6,08-01-2024,Active
L06277,C00863,Home,133461.69,13.63,27-11-2021,Closed
L06278,C08218,Car,2215403.81,9.95,20-08-2021,Active
L06279,C04171,Car,816583.65,9.59,31-12-2021,Active
L06280,C10804,Home,4221810.28,11.39,03-06-2024,Active
L06281,C06260,Car,2410197.16,13.15,26-10-2022,Active
L06282,C01645,Car,3834748.15,8.55,14-02-2026,Active
L06283,C05074,Home,3718646.76,10.23,02-02-2024,Closed
L06284,C06904,Car,4400757.2,9.66,16-12-2024,Active
L06285,C11848,Car,2240105.84,11.94,31-08-2024,Closed
L06286,C04654,Car,2889037.74,13.17,14-09-2021,Active
L06287,C01715,Personal,1586886.32,10.72,10-12-2023,Closed
L06288,C01988,Car,2750030.69,13.14,13-08-2025,Active
L06289,C06788,Home,2923495.5,10.79,30-03-2025,Active
L06290,C03096,Car,2505590.32,13.22,17-10-2022,Active
L06291,C09648,Personal,2479458.98,9.68,28-09-2021,Active
L06292,C10502,Home,1761754.71,8.47,12-01-2024,Closed
L06293,C04885,Home,2929126.13,12.07,20-06-2021,Closed
L06294,C09369,Home,1312987.88,9.2,02-08-2021,Closed
L06295,C06656,Personal,906430.99,10.34,13-12-2025,Closed
L06296,C06589,Personal,1518267.73,7.87,05-10-2024,Closed
L06297,C10314,Home,4361417,7.18,06-07-2022,Active
L06298,C02366,Home,3754873.65,7.26,29-12-2021,Closed
L06299,C01633,Home,4005829.8,12.13,22-06-2021,Active
L06300,C09787,Personal,1180780.19,13.47,20-08-2022,Active
L06301,C09556,Personal,688729.38,10.06,29-12-2022,Active
L06302,C10298,Car,1580957.78,9.3,27-03-2026,Active
L06303,C09454,Car,2935491.54,9.52,06-11-2021,Closed
L06304,C06198,Home,1313561.07,9.97,12-04-2026,Closed
L06305,C03041,Home,4029141.39,9.29,24-10-2025,Closed
L06306,C06744,Car,2510394.83,13.46,26-07-2024,Closed
L06307,C00422,Home,3470706.01,14.77,20-08-2022,Active
L06308,C07696,Car,4854684.29,13.47,09-09-2022,Active
L06309,C05271,Car,4631811.76,8.04,03-08-2024,Closed
L06310,C02173,Home,962834.39,13.85,09-03-2025,Closed
L06311,C02507,Home,1327251.78,9.11,10-10-2021,Closed
L06312,C10542,Car,2513192.32,14.91,10-07-2024,Closed
L06313,C09552,Personal,1943030.53,14.44,24-10-2021,Active
L06314,C11582,Home,2664483.71,12.41,20-07-2021,Active
L06315,C09966,Car,1540965,12.25,11-11-2025,Active
L06316,C10719,Personal,4274252.9,12.82,09-06-2022,Active
L06317,C01291,Car,3312391.95,7.27,04-12-2022,Active
L06318,C06720,Car,4088552.1,13.32,27-02-2023,Active
L06319,C08842,Car,3504311.89,14.73,09-11-2024,Closed
L06320,C02919,Home,805708.39,11.83,30-06-2025,Closed
L06321,C06244,Home,1750080.8,13.66,05-08-2023,Closed
L06322,C04732,Personal,1931157.99,12.87,05-09-2021,Closed
L06323,C00063,Personal,4665245.2,13.73,14-11-2025,Closed
L06324,C02270,Car,1327487.95,7.87,12-08-2022,Active
L06325,C11614,Personal,786690.77,9.92,16-07-2022,Closed
L06326,C07513,Car,1701928.28,12.59,24-12-2025,Closed
L06327,C11428,Car,830780.27,12.54,04-08-2022,Active
L06328,C06782,Personal,4232670.53,11.13,25-09-2023,Closed
L06329,C06023,Home,1343590.4,10.14,01-08-2025,Closed
L06330,C02902,Personal,2168890.31,11.92,16-08-2024,Active
L06331,C02531,Home,2503900.21,12.63,24-12-2025,Closed
L06332,C02068,Car,1170515.29,14.38,27-02-2024,Closed
L06333,C02290,Home,3045227.49,13.8,09-01-2023,Closed
L06334,C09098,Home,392738.5,14.19,22-10-2022,Closed
L06335,C10805,Car,2043639.38,14.41,20-10-2021,Closed
L06336,C10562,Car,3393217.6,13.65,24-02-2024,Closed
L06337,C10897,Home,2480334.55,8.43,08-02-2023,Active
L06338,C04682,Personal,2572706.94,10.57,31-01-2026,Closed
L06339,C06819,Home,478644.97,13.46,27-04-2021,Active
L06340,C09949,Home,4187349.59,8.24,14-08-2025,Closed
L06341,C00936,Personal,4958570.52,10.45,05-08-2024,Active
L06342,C07585,Personal,1338080.57,14.44,01-10-2024,Closed
L06343,C06177,Car,1359123.42,9.12,07-01-2025,Active
L06344,C11093,Home,1413228.36,8.13,22-10-2021,Active
L06345,C07098,Home,4904539.3,7.41,27-08-2021,Closed
L06346,C02656,Personal,1634127.58,9.77,20-12-2025,Active
L06347,C06531,Home,3877701.56,12.09,03-07-2022,Active
L06348,C05722,Car,2681279.71,14.37,05-05-2023,Active
L06349,C04946,Car,1040377.52,13.29,12-08-2025,Closed
L06350,C03267,Car,1320096.81,9.04,30-03-2026,Closed
L06351,C03670,Car,1361951.13,12.01,12-03-2024,Active
L06352,C02515,Personal,1848336.03,9.77,04-06-2021,Closed
L06353,C06554,Personal,1467861.51,14.65,05-01-2023,Closed
L06354,C06704,Personal,2393949.1,13.15,02-01-2026,Closed
L06355,C00095,Car,824235.28,14.56,23-10-2025,Active
L06356,C03826,Car,3660332.81,12.66,06-08-2022,Closed
L06357,C05445,Car,83030.68,13.44,13-10-2025,Active
L06358,C10593,Personal,3382211.4,13.19,14-09-2022,Closed
L06359,C09457,Car,2041008.76,8.13,28-01-2026,Active
L06360,C10513,Home,2160428.26,14.43,19-04-2022,Active
L06361,C05715,Home,409286.83,10.32,21-06-2023,Closed
L06362,C07106,Car,855093.03,11.05,06-08-2025,Active
L06363,C06574,Home,1801428.35,11.33,12-12-2025,Closed
L06364,C05298,Personal,992061.27,14.57,31-01-2022,Closed
L06365,C08375,Car,3543006.36,7.77,12-07-2024,Active
L06366,C11049,Personal,773300.93,13.1,13-05-2021,Closed
L06367,C04335,Home,2043009.67,14.99,08-01-2026,Active
L06368,C10868,Car,2897172.83,7.05,28-11-2022,Active
L06369,C01364,Car,2976973.51,11.16,02-03-2025,Closed
L06370,C03722,Home,2382198.58,13.44,12-02-2022,Closed
L06371,C04409,Personal,1755619.45,10.13,23-03-2025,Closed
L06372,C08058,Home,4251266.74,14.9,04-03-2026,Closed
L06373,C08493,Personal,2655127.05,7.2,18-09-2024,Closed
L06374,C06407,Car,2468342.93,10.91,12-10-2024,Closed
L06375,C00150,Car,3618456.22,7.7,20-03-2023,Active
L06376,C02276,Home,3583784.93,12.25,09-11-2024,Closed
L06377,C10392,Home,3641817.04,11.81,17-10-2023,Active
L06378,C10185,Personal,3417912.36,10.8,23-11-2024,Closed
L06379,C03233,Personal,3636680.44,10.01,24-08-2025,Closed
L06380,C00172,Car,3535808.62,11.12,05-04-2026,Active
L06381,C09112,Personal,777508.15,10.89,30-05-2021,Closed
L06382,C11273,Car,665052,11.42,23-07-2022,Active
L06383,C03271,Personal,4632555.52,10.28,23-08-2025,Active
L06384,C09186,Home,1357917.02,12.15,11-08-2022,Active
L06385,C06140,Personal,2250015.38,8.86,05-02-2022,Closed
L06386,C07982,Car,4438731.82,13.47,28-02-2022,Active
L06387,C02390,Personal,4997776.4,13.71,20-02-2024,Closed
L06388,C07740,Car,544188.77,11.97,18-04-2022,Closed
L06389,C11918,Home,2828543.89,10.55,04-06-2021,Closed
L06390,C00366,Personal,916280.93,12.96,10-09-2021,Active
L06391,C04597,Car,4840298.14,7.53,02-01-2025,Closed
L06392,C01302,Personal,4696103.46,7.83,23-09-2023,Closed
L06393,C09438,Car,4525345.46,10.52,12-06-2025,Active
L06394,C02609,Personal,-3274075.64,12.48,17-03-2026,Active
L06395,C00792,Personal,510994.37,9.95,31-05-2023,Active
L06396,C09529,Car,1946235.9,13.39,28-12-2022,Active
L06397,C02548,Car,4041857.84,11,11-07-2024,Closed
L06398,C05548,Home,2169405.52,11.42,06-03-2025,Closed
L06399,C08416,Home,3304755.91,8.96,10-03-2024,Active
L06400,C00244,Car,2084792.33,14.23,04-01-2023,Closed
L06401,C11539,Home,3448684.78,12.84,28-11-2025,Active
L06402,C05429,Car,1473818.41,7.27,23-02-2022,Closed
L06403,C11743,Home,3007370.53,7.83,17-07-2022,Active
L06404,C05361,Car,4716910.2,12.49,10-07-2022,Active
L06405,C04430,Personal,427067.06,13.57,02-11-2021,Active
L06406,C02611,Car,3587499.31,11.47,07-01-2024,Closed
L06407,C09864,Car,331357.44,14.97,27-01-2026,Closed
L06408,C01845,Car,1250517.35,9.66,17-03-2026,Closed
L06409,C09733,Home,4909489.13,8.48,15-06-2024,Active
L06410,C04958,Home,299554.22,9.75,11-02-2025,Closed
L06411,C06846,Car,4567701.23,7.28,03-02-2023,Active
L06412,C09894,Home,739426.93,7.7,29-01-2022,Active
L06413,C05237,Personal,1971014.79,7.24,07-04-2022,Active
L06414,C06356,Home,4721817.53,8.68,11-04-2026,Closed
L06415,C06086,Home,3105311.13,12.59,05-12-2022,Closed
L06416,C02636,Car,3287154.06,13.14,14-11-2023,Closed
L06417,C01199,Car,211290.38,13.83,23-09-2024,Closed
L06418,C06968,Car,2334609.92,10.86,25-01-2023,Active
L06419,C00881,Car,-4369628.18,12.2,04-01-2025,Active
L06420,C03401,Personal,2337923.28,11.38,07-03-2026,Active
L06421,C07304,Home,2710793.77,8.78,01-06-2025,Active
L06422,C06399,Car,4703097.05,13.29,25-12-2022,Closed
L06423,C07683,Personal,4184415.03,13.68,02-01-2026,Closed
L06424,C05457,Personal,4560543.74,7.99,27-07-2024,Active
L06425,C04794,Personal,3198545.19,8.52,21-10-2024,Active
L06426,C00176,Personal,4613448.45,13.77,10-12-2021,Active
L06427,C04659,Car,2174305.36,9.69,18-03-2022,Closed
L06428,C10507,Home,1772200.86,8.81,16-05-2022,Closed
L06429,C05607,Personal,3867746.95,10.11,31-07-2023,Closed
L06430,C06594,Home,4758602.95,11.68,03-03-2025,Closed
L06431,C10938,Personal,1915802.14,12.63,12-09-2024,Active
L06432,C00390,Personal,142553.83,14.75,15-03-2024,Active
L06433,C08363,Personal,4834208.19,12.96,18-12-2025,Closed
L06434,C11788,Car,434390.42,9.18,10-03-2024,Active
L06435,C09438,Car,2707600.32,12.93,23-10-2025,Active
L06436,C01191,Car,4155774.66,11.08,28-06-2022,Closed
L06437,C00446,Personal,927393.74,10.22,05-11-2023,Active
L06438,C07580,Car,2208441,9.06,21-02-2025,Closed
L06439,C03082,Personal,171677.56,14.09,30-05-2024,Active
L06440,C01978,Personal,1049923.39,10.63,22-01-2022,Closed
L06441,C02267,Car,912606.16,12.53,30-07-2025,Active
L06442,C11681,Personal,379705.6,10.74,31-03-2022,Active
L06443,C03457,Personal,266888.03,11.46,05-11-2025,Active
L06444,C06635,Personal,4752191.96,10.88,15-05-2025,Closed
L06445,C04494,Car,465317.64,7.27,20-01-2023,Active
L06446,C03327,Car,4085773.01,10.82,21-03-2026,Closed
L06447,C06008,Home,710315.54,11.12,15-03-2025,Active
L06448,C01006,Car,244212.55,7.17,14-12-2021,Closed
L06449,C04250,Personal,61059.79,11.66,27-06-2021,Active
L06450,C08175,Home,2287989.37,14.49,17-08-2022,Closed
L06451,C07139,Car,1194933.25,8.3,06-09-2024,Active
L06452,C06883,Car,885431.31,10,27-10-2021,Active
L06453,C04787,Personal,2458525.64,13.66,04-10-2023,Active
L06454,C11514,Personal,4284318.93,9.48,16-08-2025,Active
L06455,C09549,Personal,1144580.08,14.16,28-03-2026,Closed
L06456,C10508,Car,3489495.62,8.24,28-02-2025,Active
L06457,C00683,Home,3553625.4,11,15-11-2021,Active
L06458,C00306,Home,2323930.45,11.96,02-01-2024,Active
L06459,C05212,Car,2165655.11,7.12,04-12-2025,Active
L06460,C00363,Home,1747987.25,10.43,07-06-2024,Active
L06461,C06442,Car,1596129.85,10.65,01-01-2026,Active
L06462,C00083,Car,1040834.12,12.24,14-01-2022,Closed
L06463,C07644,Home,4378757.55,13.62,23-04-2023,Closed
L06464,C06634,Home,4122031.07,8.94,25-09-2025,Closed
L06465,C04362,Car,1634220.98,10.19,18-12-2022,Active
L06466,C04371,Car,1624955.18,9.23,17-02-2023,Closed
L06467,C02266,Car,759090.74,8.17,01-03-2022,Closed
L06468,C08606,Home,3537354.9,10.58,23-05-2024,Active
L06469,C04861,Home,1262471.32,9.85,10-08-2024,Active
L06470,C01015,Home,2709050.59,10,05-04-2024,Closed
L06471,C07357,Home,3189187.43,10.77,27-06-2023,Closed
L06472,C08830,Car,4820208.9,13.58,15-11-2025,Active
L06473,C11278,Car,4196953.56,12.17,12-07-2022,Closed
L06474,C01860,Home,833865.36,13.76,02-08-2025,Closed
L06475,C07897,Home,1377512.76,12.12,31-07-2023,Active
L06476,C04867,Car,4013770.54,7.99,22-03-2024,Active
L06477,C00785,Home,4245097.92,14.31,23-06-2021,Active
L06478,C03414,Personal,1729022.35,10.9,29-07-2022,Active
L06479,C04958,Home,2370517.84,9.45,23-04-2023,Closed
L06480,C03634,Car,3261210.5,13.05,09-04-2025,Active
L06481,C04152,Car,1332710.13,8.05,14-07-2022,Closed
L06482,C08374,Car,1334430.59,9.23,21-01-2025,Active
L06483,C05888,Car,3640198,9.37,14-04-2022,Active
L06484,C03424,Home,4489620.6,10.52,02-03-2023,Closed
L06485,C04357,Car,2263850.34,11.03,13-09-2025,Closed
L06486,C03894,Home,4212754.59,10.18,22-05-2022,Active
L06487,C06913,Home,4619854.65,13.41,24-03-2022,Closed
L06488,C01695,Car,3870649.93,7.14,04-02-2023,Closed
L06489,C03173,Car,3621445.14,11.61,06-10-2025,Active
L06490,C03077,Car,4423517.17,14.94,01-04-2024,Closed
L06491,C10935,Car,3736748.62,11.75,16-11-2021,Closed
L06492,C00160,Home,2515005.02,14.72,05-11-2021,Active
L06493,C00463,Car,-1504197.45,12.83,25-01-2026,Closed
L06494,C08382,Home,2643607.36,13.54,01-06-2021,Active
L06495,C02491,Personal,174477,14.19,29-10-2023,Closed
L06496,C09039,Home,256895.76,13.24,16-04-2022,Active
L06497,C11108,Personal,4942778.41,14.38,22-07-2025,Closed
L06498,C05787,Car,2890342.07,8.25,12-12-2025,Closed
L06499,C05676,Personal,3450704.7,10.22,27-07-2024,Active
L06500,C02282,Personal,3603022.36,12.72,11-05-2025,Active
L06501,C09873,Personal,3478063.95,9.91,22-02-2023,Active
L06502,C04280,Personal,2029960.99,13.61,06-11-2023,Active
L06503,C11061,Home,1877648.8,11.01,08-04-2025,Closed
L06504,C05453,Home,3150223.78,13.28,24-06-2023,Active
L06505,C06522,Personal,2807026.26,7.89,31-12-2024,Active
L06506,C06170,Home,4366500.32,11.14,30-08-2022,Active
L06507,C09225,Home,1868382.87,8.99,20-11-2025,Closed
L06508,C00273,Personal,2713386.79,12.94,24-07-2024,Active
L06509,C03071,Car,4939618.14,13.32,02-07-2025,Closed
L06510,C08508,Home,2696584.69,13.79,05-12-2021,Closed
L06511,C11374,Car,3379105.01,7.66,14-01-2026,Active
L06512,C06191,Car,3338648.56,10.35,25-07-2021,Closed
L06513,C11352,Car,4305357.32,8.6,24-06-2024,Active
L06514,C08017,Car,3524882.79,10.94,01-08-2022,Active
L06515,C07144,Personal,2709345.22,10.34,23-04-2024,Closed
L06516,C03484,Home,2050845.87,12.63,17-04-2025,Closed
L06517,C00898,Personal,2287166.77,7.43,21-01-2025,Closed
L06518,C06493,Home,112858.81,9.38,24-10-2024,Active
L06519,C02138,Personal,2995561.97,12.98,30-01-2022,Active
L06520,C03948,Home,3425782.58,13.9,23-10-2025,Closed
L06521,C07058,Personal,4956242.49,12.82,17-03-2023,Active
L06522,C10491,Car,3695127.19,13.2,13-04-2023,Closed
L06523,C08219,Car,3517068.64,14.46,22-01-2025,Active
L06524,C00675,Home,412397.4,13.8,12-03-2024,Closed
L06525,C01158,Car,4895246.43,10.16,15-09-2025,Closed
L06526,C07527,Home,1998454.07,10.39,06-07-2025,Closed
L06527,C00258,Home,245081.13,12.32,08-01-2023,Closed
L06528,C10833,Personal,4116076.39,8.88,06-07-2024,Active
L06529,C05040,Personal,2905397.19,10.25,03-06-2023,Closed
L06530,C01697,Personal,4779496.61,10.47,30-09-2025,Active
L06531,C09207,Personal,3782295.72,11.63,31-12-2021,Active
L06532,C04257,Car,2004524.1,11.6,04-02-2026,Active
L06533,C05063,Car,3435024.1,8.94,02-07-2023,Active
L06534,C10113,Car,1519945.84,13.62,09-03-2023,Active
L06535,C06458,Personal,974389.1,9.2,13-12-2023,Active
L06536,C06179,Car,2390215.52,10.03,04-04-2026,Active
L06537,C01870,Personal,1174537.6,12.98,22-04-2022,Closed
L06538,C06886,Car,1626709.81,11.7,27-08-2023,Active
L06539,C11692,Home,3931820.43,14.54,15-03-2025,Closed
L06540,C03095,Personal,3156876.72,8.62,24-09-2025,Active
L06541,C09138,Home,4543758.93,14.62,26-07-2022,Closed
L06542,C07749,Home,4362114.36,7.86,06-11-2021,Active
L06543,C07384,Personal,3924553.21,10.63,30-03-2023,Active
L06544,C09694,Home,3780758.03,7.17,15-11-2021,Active
L06545,C01768,Home,2151412.22,7.98,04-02-2025,Active
L06546,C08227,Home,1250510.43,8.36,17-04-2024,Active
L06547,C04246,Car,3231093.47,7.64,02-02-2025,Active
L06548,C04011,Home,1455653.04,7.26,27-12-2022,Closed
L06549,C04624,Personal,3154571.62,10.83,27-12-2021,Active
L06550,C03307,Car,2820104.96,9.76,25-06-2024,Closed
L06551,C01259,Personal,3814725.78,10.64,07-04-2024,Closed
L06552,C05477,Home,2416394.45,7.17,04-02-2022,Closed
L06553,C04660,Personal,324589.37,8.29,26-05-2022,Closed
L06554,C09465,Home,4312241.52,11.58,26-01-2025,Active
L06555,C01951,Car,2090434.11,9.98,27-01-2023,Closed
L06556,C03890,Personal,4930762,9.23,30-01-2022,Active
L06557,C10127,Car,2693907.99,8.1,05-08-2022,Closed
L06558,C06354,Car,1854808.53,13.71,08-12-2021,Active
L06559,C09772,Car,2976408.72,14.53,04-05-2021,Active
L06560,C08776,Car,1692571.39,11.26,27-06-2022,Closed
L06561,C11146,Car,3572425.93,12.79,21-05-2023,Closed
L06562,C01424,Personal,2338321.68,13.39,30-04-2025,Active
L06563,C05052,Personal,3278430.66,13.17,05-05-2025,Closed
L06564,C03203,Home,4266515.35,9.05,13-06-2024,Active
L06565,C04034,Home,1414823.15,7.21,30-05-2021,Active
L06566,C06323,Home,352808.71,8.64,11-04-2023,Closed
L06567,C05048,Car,2755337.77,8.84,30-03-2026,Active
L06568,C09154,Personal,1683696.04,7.89,06-01-2022,Active
L06569,C03356,Car,-641158.46,7.9,04-01-2022,Closed
L06570,C04996,Home,2732293.89,13.53,20-05-2024,Active
L06571,C02729,Personal,3248030.71,9.49,11-06-2024,Active
L06572,C05616,Home,3135270.77,14.99,06-04-2024,Closed
L06573,C03205,Home,3061055.6,13.89,23-07-2025,Active
L06574,C10645,Car,1296796.12,8.9,01-03-2022,Active
L06575,C11173,Car,4167961.31,9.9,27-01-2023,Closed
L06576,C00201,Car,1357860.14,13.96,09-08-2022,Active
L06577,C09991,Personal,846839.08,11.61,13-11-2025,Active
L06578,C09678,Car,4349329.71,7.72,20-08-2022,Closed
L06579,C03798,Personal,1023063.44,13.4,30-01-2025,Active
L06580,C00733,Home,2822857.61,9.33,25-12-2024,Active
